ID,Wave,Wavedummy,province,district,region,resarea,resarearural,gender,age,agegroup,educstat,educstatgroup,hhsize,hhsizegroup,lifestyle,voteintparty,voteintakp,turnout,vote2015,vote2015akp,turnout2015,workstat,unemployed,selfprosper,socialsupport,supchildeduc,suphealth,suppreg,supsenior,supwidow,supdisable,supdinkind,supother,supreceive,akpchange,persfinance,crisis,hardship,retrospers,retrossocio,prospers,prossocio,headcover,ethnicity,ethnicdummy,religiosity,hhincome,minimumwage,loghhincome,hhincgroup,incomebrac,tvnews,ginip,sedip,ginir,sedir,gdpcap17,lngdpcap17,mosques,lnmosques,mosqdens,metro,residgroup,prospect,yenidene
46,032017,Post coup attempt,63,Eyyübiye,Southeast Anatolia,Rural,Rural,Male,39,29-43 Years,High School,High School,5,3-5 Persons,Traditional Conservative,HDP,No,Yes,HDP,No,Yes,Tradesman,0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Barely Makings Ends Meet,Yes,Yes,Completely Disagree,Completely Disagree,Neutral,Neutral,Head Scarf,Kurdish,Kurdish,Religious,1200,Upto minimum wage,7.0900769,701-1200TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,Upto minimum wage
47,032017,Post coup attempt,35,Karşiyaka,Aegean,Metropolitan,Other,Female,48,29-43 Years,High School,High School,2,1-2 Persons,Modern,Undecided,No,Yes,CHP,No,Yes,Retired,0,,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,Yes,Yes,Completely Agree,Completely Agree,Neutral,Neutral,No head cover,Turkish,Others,Believer,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Negative,Upto minimum wage
48,032017,Post coup attempt,33,Tarsus,Mediterranean,Rural,Rural,Male,21,18-28 Years,University,University,5,3-5 Persons,Traditional Conservative,MHP,No,Yes,Voted Blank (Protest),No,Yes,Worker,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,Yes,Neutral,Neutral,Neutral,Neutral,,Turkish,Others,Believer,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Opposition affiliated,.396,3.1252,.396,2.5632999,8538.2637,9.0523129,1556,7.3498735,.86699998,No,"Independent, traditional house",Negative,More than minimum wage
49,032017,Post coup attempt,35,Bayrakli,Aegean,Metropolitan,Other,Male,41,29-43 Years,High School,High School,,,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Worker,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,Yes,Yes,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Head Scarf,Turkish,Others,Religious,4500,More than minimum wage,8.4118328,3001-5000TL,,,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,"Independent, traditional house",Negative,More than minimum wage
50,032017,Post coup attempt,38,Kocasinan,Central Anatolia,Metropolitan,Other,Male,54,44+ Years,Primary School,Below High School,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,Yes,Yes,Agree,Agree,Agree,Agree,Head Scarf,Other,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Opposition affiliated,.35800001,3.2972,.34099999,1.7397,9052.7256,9.1108208,1361,7.2159748,.98799998,No,Gecekondu / Unplastered Apartment,Negative,More than minimum wage
51,032017,Post coup attempt,34,Bayrampaşa,Istanbul,Metropolitan,Other,Male,18,18-28 Years,Secondary School,Below High School,4,3-5 Persons,Modern,AKP,Yes,Yes,Was too young to vote,No,,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,No,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,,Turkish,Others,Religious,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Positive,More than minimum wage
52,032017,Post coup attempt,25,Palandöken,Northeast Anatolia,Town,Other,Female,46,29-43 Years,Illiterate,Below High School,7,6-8 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,Yes,Neutral,Neutral,Disagree,Disagree,Head Scarf,Turkish,Others,Pious,1500,More than minimum wage,7.3132205,1201-2000TL,Lower Class,Opposition affiliated,.352,1.6044,.38,.084299996,6337.791,8.7542858,1594,7.374002,2.096,No,Apartment,Positive,More than minimum wage
53,032017,Post coup attempt,16,Yildirim,East Marmara,Metropolitan,Other,Male,68,44+ Years,Primary School,Below High School,3,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Saving Money,No,No,Disagree,Disagree,Disagree,Disagree,"Hijab, Purdah",Turkish,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,Upper Class,Opposition affiliated,.354,4.6698999,.33899999,3.8292,11979.852,9.3909817,1732,7.4570322,.58899999,No,"Independent, traditional house",Very positive,More than minimum wage
54,032017,Post coup attempt,59,Süleymanpaşa,West Marmara,Rural,Rural,Male,66,44+ Years,Primary School,Below High School,4,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,No,Disagree,Disagree,Disagree,Disagree,Head Scarf,Turkish,Others,Religious,1750,More than minimum wage,7.467371,1201-2000TL,New Middle Class,Opposition affiliated,.32800001,3.8917999,.35299999,2.8722999,13013.775,9.4737635,531,6.2747622,.528,Yes,"Independent, traditional house",Very positive,More than minimum wage
55,032017,Post coup attempt,16,Yildirim,East Marmara,Metropolitan,Other,Female,35,29-43 Years,Secondary School,Below High School,5,3-5 Persons,Traditional Conservative,MHP,No,Yes,MHP,No,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,Yes,No,Yes,Decrease,Making Ends Meet,No,Yes,Completely Agree,Agree,Neutral,Neutral,Head Scarf,Turkish,Others,Religious,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Class,Government affiliated,.354,4.6698999,.33899999,3.8292,11979.852,9.3909817,1732,7.4570322,.58899999,No,"Independent, traditional house",Positive,Upto minimum wage
56,032017,Post coup attempt,34,Büyükçekmece,Istanbul,Metropolitan,Other,Female,40,29-43 Years,Secondary School,Below High School,5,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Barely Makings Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Believer,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Negative,More than minimum wage
57,032017,Post coup attempt,34,Büyükçekmece,Istanbul,Metropolitan,Other,Female,67,44+ Years,Primary School,Below High School,2,1-2 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Neutral,No head cover,Turkish,Others,Believer,700,Upto minimum wage,6.5510802,Less than 700TL,Lower Middle Class,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Negative,Upto minimum wage
58,032017,Post coup attempt,7,Kepez,Mediterranean,Metropolitan,Other,Male,32,18-28 Years,University,University,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Civil Servant,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,Yes,Yes,Disagree,Neutral,Agree,Agree,No head cover,Turkish,Others,Believer,6000,More than minimum wage,8.6995144,Higher than 5001TL,Upper Class,Opposition affiliated,.373,4.8881001,.396,2.5632999,14253.082,9.5647287,2243,7.7155695,.94800001,No,Gated Community,Negative,More than minimum wage
59,032017,Post coup attempt,61,Akçaabat,Eastern Black Sea,Town,Other,Male,44,29-43 Years,High School,High School,4,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Worker,0,Poor,No,No,No,No,No,No,No,Yes,No,Yes,Decrease,Has to Borrow,No,Yes,Disagree,Disagree,Neutral,Neutral,,Turkish,Others,Religious,1300,Upto minimum wage,7.1701198,1201-2000TL,Lower Middle Class,,.33199999,2.7149,.33199999,1.5651,8439.1406,9.0406361,2029,7.6152983,3.3699999,Yes,Apartment,Positive,Upto minimum wage
60,032017,Post coup attempt,35,Bayrakli,Aegean,Metropolitan,Other,Male,64,44+ Years,Primary School,Below High School,,,Traditional Conservative,AKP,Yes,Yes,HDP,No,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,Disagree,Disagree,Disagree,Disagree,Head Scarf,Kurdish,Kurdish,Religious,1500,More than minimum wage,7.3132205,1201-2000TL,,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Negative,More than minimum wage
61,032017,Post coup attempt,34,Ümraniye,Istanbul,Metropolitan,Other,Female,52,44+ Years,Primary School,Below High School,2,1-2 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,Yes,Yes,Agree,Agree,Agree,Agree,No head cover,Turkish,Others,Religious,1500,More than minimum wage,7.3132205,1201-2000TL,Lower Middle Class,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
62,032017,Post coup attempt,42,Çumra,West Anatolia,Town,Other,Male,62,44+ Years,Primary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Barely Makings Ends Meet,No,Yes,Neutral,Completely Disagree,Disagree,Disagree,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Middle Class,Government affiliated,.366,3.2392001,.38600001,5.5275002,8349.2246,9.0299244,3183,8.0655794,1.46,No,"Independent, traditional house",Positive,More than minimum wage
63,032017,Post coup attempt,20,Honaz,Aegean,Rural,Rural,Male,63,44+ Years,High School,High School,2,1-2 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Upper Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,"Independent, traditional house",Negative,More than minimum wage
64,032017,Post coup attempt,43,Emet,Aegean,Town,Other,Male,66,44+ Years,University,University,2,1-2 Persons,Religious Conservative,AKP,Yes,Yes,,,,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,No,Neutral,Disagree,Agree,Neutral,Head Scarf,Turkish,Others,Pious,2200,More than minimum wage,7.6962128,2001-3000TL,Upper Class,Government affiliated,.354,2.3722,.36300001,3.7437999,7803.9438,8.9623842,1224,7.1098795,2.1389999,No,"Independent, traditional house",Very positive,More than minimum wage
65,032017,Post coup attempt,55,Bafra,Western Black Sea,Town,Other,Male,57,44+ Years,Secondary School,Below High School,3,3-5 Persons,Modern,CHP,No,Yes,MHP,No,Yes,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Barely Makings Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,"Hijab, Purdah",Turkish,Others,Religious,3500,More than minimum wage,8.1605186,3001-5000TL,Upper Class,Government affiliated,.35800001,2.6064999,.34400001,1.7174,7475.147,8.9193392,2712,7.9054418,2.0650001,No,,Negative,More than minimum wage
66,032017,Post coup attempt,35,Konak,Aegean,Metropolitan,Other,Female,39,29-43 Years,Secondary School,Below High School,4,3-5 Persons,Traditional Conservative,CHP,No,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Has to Borrow,Yes,Yes,Neutral,Agree,,,No head cover,Turkish,Others,Believer,2500,More than minimum wage,7.8240461,2001-3000TL,New Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,"Independent, traditional house",Negative,More than minimum wage
67,032017,Post coup attempt,38,Kocasinan,Central Anatolia,Metropolitan,Other,Male,52,44+ Years,High School,High School,3,3-5 Persons,Traditional Conservative,MHP,No,Yes,MHP,No,Yes,"Working, Other",0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Has to Borrow,No,Yes,Agree,Disagree,Neutral,Agree,Head Scarf,Turkish,Others,Religious,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Middle Class,Opposition affiliated,.35800001,3.2972,.34099999,1.7397,9052.7256,9.1108208,1361,7.2159748,.98799998,No,Apartment,Positive,Upto minimum wage
68,032017,Post coup attempt,26,Tepebaşi,East Marmara,Metropolitan,Other,Female,51,44+ Years,Primary School,Below High School,2,1-2 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,,Yes,Disagree,Disagree,Neutral,Neutral,Head Scarf,Turkish,Others,Religious,1600,More than minimum wage,7.377759,1201-2000TL,New Middle Class,Government affiliated,.354,4.3188,.33899999,3.8292,11139.148,9.3182211,784,6.6644092,.91000003,No,Apartment,,More than minimum wage
69,032017,Post coup attempt,34,Bayrampaşa,Istanbul,Metropolitan,Other,Male,20,18-28 Years,High School,High School,6,6-8 Persons,Traditional Conservative,AKP,Yes,Yes,Was too young to vote,No,,Student,0,Upper Middle,No,No,No,No,No,No,No,No,Yes,Yes,,Has to Borrow,Yes,Yes,Disagree,Disagree,Disagree,Disagree,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Negative,More than minimum wage
70,032017,Post coup attempt,24,Merkez,Northeast Anatolia,Town,Other,Male,50,44+ Years,Secondary School,Below High School,2,1-2 Persons,Traditional Conservative,MHP,No,Yes,AKP,Yes,Yes,Civil Servant,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Neutral,Disagree,Disagree,Neutral,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Upper Class,,.352,2.1594,.38,.084299996,8768.375,9.078907,582,6.3664703,2.5139999,No,"Independent, traditional house",Negative,More than minimum wage
71,032017,Post coup attempt,47,Artuklu,Southeast Anatolia,Town,Other,Male,47,29-43 Years,Primary School,Below High School,9,More than 9 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Civil Servant,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,No,Disagree,Disagree,Disagree,Disagree,"Hijab, Purdah",Arab,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,New Middle Class,Opposition affiliated,.352,.032600001,.38,.1532,5415.5615,8.5970316,1156,7.052721,1.427,Yes,"Independent, traditional house",Very positive,More than minimum wage
72,032017,Post coup attempt,6,Çankaya,West Anatolia,Metropolitan,Other,Female,51,44+ Years,High School,High School,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Believer,2800,More than minimum wage,7.9373746,2001-3000TL,Lower Middle Class,Government affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Negative,More than minimum wage
73,032017,Post coup attempt,35,Karabağlar,Aegean,Metropolitan,Other,Female,35,29-43 Years,High School,High School,5,3-5 Persons,Modern,CHP,No,Yes,HDP,No,Yes,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Agree,Agree,No head cover,Kurdish,Kurdish,Non-believer,3000,More than minimum wage,8.0063677,2001-3000TL,New Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Negative,More than minimum wage
74,032017,Post coup attempt,65,Edremit,Mideast Anatolia,Town,Other,Male,45,29-43 Years,Primary School,Below High School,,,Traditional Conservative,HDP,No,Yes,HDP,No,Yes,Worker,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Agree,Completely Agree,Completely Agree,Completely Agree,Head Scarf,Kurdish,Kurdish,Believer,3000,More than minimum wage,8.0063677,2001-3000TL,,Government affiliated,.37400001,0,.38,0,3859.3647,8.2582579,1408,7.2499256,1.272,Yes,Apartment,Negative,More than minimum wage
75,032017,Post coup attempt,33,Tarsus,Mediterranean,Rural,Rural,Male,56,44+ Years,Secondary School,Below High School,2,1-2 Persons,Traditional Conservative,Undecided,No,Yes,AKP,Yes,Yes,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,,Has to Borrow,No,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Head Scarf,Turkish,Others,Believer,1500,More than minimum wage,7.3132205,1201-2000TL,Lower Middle Class,Government affiliated,.396,3.1252,.396,2.5632999,8538.2637,9.0523129,1556,7.3498735,.86699998,No,"Independent, traditional house",Positive,More than minimum wage
76,032017,Post coup attempt,6,Etimesgut,West Anatolia,Metropolitan,Other,Male,33,29-43 Years,University,University,5,3-5 Persons,Traditional Conservative,Undecided,No,Yes,AKP,Yes,Yes,Tradesman,0,Upper Middle,No,No,No,No,No,No,No,No,Yes,Yes,,Making Ends Meet,Yes,Yes,Neutral,Neutral,Neutral,Neutral,,Turkish,Others,Believer,7000,More than minimum wage,8.8536654,Higher than 5001TL,Upper Class,Government affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Negative,More than minimum wage
77,032017,Post coup attempt,35,Konak,Aegean,Metropolitan,Other,Female,64,44+ Years,Primary School,Below High School,2,1-2 Persons,Traditional Conservative,Undecided,No,Yes,AKP,Yes,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,No,No,Disagree,Disagree,Disagree,Disagree,Head Scarf,Turkish,Others,Religious,1300,Upto minimum wage,7.1701198,1201-2000TL,Lower Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Very positive,Upto minimum wage
78,032017,Post coup attempt,47,Midyat,Southeast Anatolia,Town,Other,Male,42,29-43 Years,Primary School,Below High School,8,6-8 Persons,Religious Conservative,Undecided,No,Yes,AKP,Yes,Yes,"Working, Other",0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Has to Borrow,,Yes,Neutral,Agree,Neutral,Neutral,,Turkish,Others,Religious,1250,Upto minimum wage,7.130899,1201-2000TL,Lower Class,Government affiliated,.352,.032600001,.38,.1532,5415.5615,8.5970316,1156,7.052721,1.427,Yes,"Independent, traditional house",,Upto minimum wage
79,032017,Post coup attempt,34,Kartal,Istanbul,Metropolitan,Other,Male,54,44+ Years,High School,High School,4,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Kurdish,Kurdish,Religious,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
80,032017,Post coup attempt,1,Çukurova,Mediterranean,Metropolitan,Other,Female,23,18-28 Years,High School,High School,5,3-5 Persons,Modern,MHP,No,Yes,AKP,Yes,Yes,"Working, Other",0,Upper Middle,No,No,No,No,No,No,No,Yes,No,Yes,,Saving Money,Yes,,Neutral,Neutral,Neutral,Neutral,"Hijab, Purdah",Turkish,Others,Believer,1300,Upto minimum wage,7.1701198,1201-2000TL,Lower Class,Government affiliated,.396,3.3,.396,2.5632999,7735.1973,8.953536,1446,7.2765565,.65200001,No,"Independent, traditional house",,Upto minimum wage
81,032017,Post coup attempt,34,Küçükçekmece,Istanbul,Metropolitan,Other,Female,25,18-28 Years,Primary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Barely Makings Ends Meet,Yes,Yes,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Head Scarf,Turkish,Others,Believer,1600,More than minimum wage,7.377759,1201-2000TL,Lower Middle Class,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Gecekondu / Unplastered Apartment,Negative,More than minimum wage
